State,Year,Quarter,Colonies at BQ,Max Colonies,Lost Colonies,Percent Lost,Added Colonies,Renovated Colonies,Percent Renovated,Varroa Mites,Others pests/parasites,Disease,Pesticides,Other,Unknown
Michigan,2019,3,94000,99000,11000,0.11,3000,3300,0.03,0.427,0.164,0.087,0.073,0.021,0.015
Michigan,2020,3,96000,106000,34000,0.32,37000,11000,0.1,0.531,0.145,0.034,0.089,0.059,0.01
Michigan,2021,3,120000,120000,8500,0.07,7500,4800,0.04,0.635,0.042,0.005,0.17,0.027,0.008
Michigan,2022,3,98000,98000,15500,0.16,8000,5500,0.06,0.254,0.028,0.021,0.046,0.035,0.017
Michigan,2023,3,91000,105000,8500,0.08,1600,4800,0.05,0.29,0.016,0.008,0.017,0.006,0.037
Minnesota,2015,3,133000,136000,32000,0.24,640,2300,0.02,0.333,0.146,0.074,0.274,0.07,0.072
Minnesota,2016,3,132000,138000,26000,0.19,1300,1900,0.01,0.472,0.146,0.062,0.224,0.178,0.089
Minnesota,2017,3,136000,136000,20000,0.15,1900,2200,0.02,0.398,0.047,0.018,0.094,0.116,0.023
Minnesota,2018,3,121000,127000,29000,0.23,1600,6500,0.05,0.445,0.124,0.06,0.284,0.093,0.081
Minnesota,2019,3,126000,129000,21000,0.16,5000,2100,0.02,0.549,0.082,0.04,0.134,0.066,0.021
Minnesota,2020,3,114000,119000,10500,0.09,1800,3700,0.03,0.463,0.037,0.005,0.082,0.022,0.017
Minnesota,2021,3,106000,106000,7000,0.07,5000,1300,0.01,0.275,0.011,0.005,0.105,0.023,0.018
Minnesota,2022,3,105000,106000,7500,0.07,1700,590,0.01,0.107,0.014,0.005,0.107,0.041,0.023
Minnesota,2023,3,71000,72000,5500,0.08,600,2200,0.03,0.299,0.025,0.034,0.127,0.033,0.042
Mississippi,2015,3,23000,34000,3500,0.1,260,110,0.005,0.455,0.022,0.005,0.011,0.038,0.014
Mississippi,2016,3,19000,20000,3300,0.17,750,740,0.04,0.275,0.035,0.016,0.018,0.05,0.047
Mississippi,2017,3,24000,24000,2900,0.12,250,230,0.01,0.711,0.048,0.007,0.002,0.181,0.007
Mississippi,2018,3,16500,16500,2900,0.18,110,650,0.04,0.252,0.086,0.005,0.005,0.075,0.072
Mississippi,2019,3,23000,23000,2900,0.13,550,850,0.04,0.591,0.456,0.024,0.254,0.04,0.051
Mississippi,2020,3,26000,29000,1600,0.06,2500,130,0.005,0.457,0.418,0.005,0.005,0.033,0.062
Mississippi,2021,3,18500,18500,1900,0.1,770,310,0.02,0.253,0.011,0.013,0.005,0.03,0.078
Mississippi,2022,3,20000,21000,2700,0.13,2100,2800,0.13,0.561,0.146,0.009,0.036,0.122,0.095
Mississippi,2023,3,27000,28000,4100,0.15,1100,120,0.005,0.349,0.029,0.005,0.013,0.12,0.013
Missouri,2015,3,14000,14000,1200,0.09,700,630,0.05,0.111,0.117,0.03,0.02,0.021,0.014
Missouri,2016,3,13500,13500,650,0.05,480,170,0.01,0.133,0.077,0.01,0.001,0.031,0.007
Missouri,2017,3,9000,9000,580,0.06,320,310,0.03,0.777,0.36,0.028,0.34,0.016,0.35
Missouri,2018,3,10000,10000,540,0.05,260,410,0.04,0.182,0.169,0.012,0.012,0.075,0.011
Missouri,2019,3,10500,10500,500,0.05,260,350,0.03,0.184,0.071,0.004,0.008,0.021,0.006
Missouri,2020,3,8000,8000,730,0.09,290,820,0.1,0.308,0.088,0.005,0.011,0.024,0.024
Missouri,2021,3,6500,7000,480,0.07,420,900,0.13,0.24,0.144,0.005,0.013,0.021,0.087
Missouri,2022,3,8500,8500,660,0.08,250,360,0.04,0.204,0.131,0.005,0.008,0.147,0.005
Missouri,2023,3,13500,13500,880,0.07,700,320,0.02,0.175,0.039,0.005,0.008,0.089,0.02
Montana,2015,3,140000,156000,10500,0.07,3200,10000,0.06,0.525,0.164,0.107,0.023,0.064,0.053
Montana,2016,3,147000,158000,11500,0.07,4100,6500,0.04,0.419,0.088,0.07,0.069,0.061,0.014
Montana,2017,3,154000,161000,18500,0.11,3100,23000,0.14,0.423,0.067,0.069,0.022,0.191,0.02
Montana,2018,3,145000,153000,18500,0.12,3100,22000,0.14,0.438,0.185,0.18,0.068,0.218,0.027
Montana,2019,3,147000,154000,18500,0.12,3600,12500,0.08,0.28,0.1,0.106,0.061,0.041,0.01
Montana,2020,3,138000,139000,8500,0.06,6500,28000,0.2,0.366,0.021,0.009,0.005,0.086,0.012
Montana,2021,3,103000,114000,6000,0.05,870,7500,0.07,0.195,0.015,0.012,0.005,0.148,0.005
Montana,2022,3,105000,124000,6000,0.05,970,2100,0.02,0.221,0.005,0.005,0.03,0.075,0.007
Montana,2023,3,84000,98000,6500,0.07,2200,6000,0.06,0.324,0.005,0.028,0.011,0.211,0.005
Nebraska,2015,3,67000,77000,6000,0.08,500,6000,0.08,0.332,0.103,0.109,0.132,0.046,0.043
Nebraska,2016,3,45000,47000,8500,0.18,390,27000,0.57,0.204,0.016,0.001,0.102,0.016,0.001
Nebraska,2017,3,46000,47000,3700,0.08,880,13500,0.29,0.151,0.066,0.004,0.071,0.092,0.002
Nebraska,2018,3,52000,54000,6500,0.12,8500,5000,0.09,0.241,0.032,0.059,0.065,0.043,0.04
Nebraska,2019,3,40000,41000,3700,0.09,680,1400,0.03,0.292,0.027,0.018,0.028,0.072,0.019
Nebraska,2020,3,47000,48000,4300,0.09,3000,3100,0.06,0.234,0.008,0.033,0.198,0.214,0.005
Nebraska,2021,3,45000,49000,6000,0.12,1200,1800,0.04,0.137,0.005,0.005,0.018,0.032,0.018
Nebraska,2022,3,51000,51000,3500,0.07,1100,1100,0.02,0.183,0.005,0.038,0.017,0.075,0.005
Nebraska,2023,3,32000,52000,4800,0.09,540,3100,0.06,0.197,0.005,0,0.02,0.012,0.042
New Jersey,2015,3,18500,18500,210,0.01,190,500,0.03,0.072,0.01,0.001,0.005,0.011,0.007
New Jersey,2016,3,18000,18000,270,0.02,120,80,0.005,0.202,0.071,0.012,0.085,0.013,0.003
New Jersey,2017,3,16000,16000,420,0.03,280,110,0.01,0.107,0.029,0,0.008,0.004,0.019
New Jersey,2018,3,14000,14000,320,0.02,250,220,0.02,0.123,0.051,0.002,0.001,0.01,0.004
New Jersey,2019,3,16000,16000,680,0.04,650,3100,0.19,0.261,0.023,0.003,0.002,0.005,0.001
New Jersey,2020,3,17500,18500,2300,0.12,1500,1800,0.1,0.217,0.056,0,0.163,0.005,0.005
New Jersey,2021,3,19500,19500,400,0.02,390,480,0.02,0.107,0.049,0.005,0.018,0.007,0.019
New Jersey,2022,3,21000,21000,1600,0.08,1700,210,0.01,0.154,0.101,0.005,0.005,0.007,0.077
New Jersey,2023,3,20000,22000,440,0.02,1000,1300,0.06,0.141,0.022,0.005,0,0.007,0.011
New Mexico,2015,3,6500,6500,1600,0.25,1300,650,0.1,0.612,0.55,0.55,0.58,0.555,0.007
New Mexico,2016,3,6500,6500,1100,0.17,2000,1000,0.15,0.595,0.554,0.552,0.241,0.017,0.007
New Mexico,2017,3,8500,8500,2500,0.29,1800,200,0.02,0.743,0.033,0.178,0.136,0.031,0.003
New Mexico,2018,3,6000,7000,1200,0.17,3800,1000,0.14,0,0,0,0.123,0.004,0.002
New Mexico,2019,3,2400,5500,170,0.03,1000,550,0.1,0.395,0.291,0.009,0,0.008,0
New Mexico,2020,3,5500,5500,1600,0.29,3300,760,0.14,0.338,0.329,0,0,0.005,0.005
New Mexico,2021,3,5500,5500,30,0.01,40,130,0.02,0.225,0.044,0.011,0,0,0
New Mexico,2022,3,8500,9000,150,0.02,460,230,0.03,0.073,0.011,0,0.013,0.024,0.011
New Mexico,2023,3,4600,6000,500,0.08,1000,450,0.08,0.23,0.015,0.005,0.005,0,0.007
New York,2015,3,44000,47000,6500,0.14,4400,7000,0.15,0.4,0.143,0.057,0.171,0.088,0.015
New York,2016,3,56000,56000,10000,0.18,1900,800,0.01,0.374,0.09,0.055,0.052,0.247,0.026
New York,2017,3,59000,59000,6500,0.11,3100,9000,0.15,0.451,0.198,0.062,0.094,0.136,0.018
New York,2018,3,55000,56000,3900,0.07,3600,3700,0.07,0.407,0.206,0.186,0.244,0.229,0.102
New York,2019,3,65000,69000,8500,0.12,3200,3700,0.05,0.307,0.115,0.012,0.082,0.025,0.038
New York,2020,3,61000,61000,3600,0.06,5500,1600,0.03,0.182,0.078,0.063,0.033,0.021,0.011
New York,2021,3,62000,67000,5500,0.08,2200,5000,0.07,0.377,0.141,0.03,0.056,0.118,0.112
New York,2022,3,61000,63000,4700,0.07,2800,5500,0.09,0.573,0.138,0.093,0.211,0.167,0.078
New York,2023,3,65000,65000,2900,0.04,2000,5500,0.08,0.247,0.119,0.039,0.06,0.046,0.063
North Carolina,2015,3,24000,24000,2900,0.12,2500,1100,0.05,0.339,0.279,0.007,0.075,0.057,0.085
North Carolina,2016,3,25000,25000,1400,0.06,1400,1200,0.05,0.278,0.134,0.001,0.029,0.134,0.03
North Carolina,2017,3,26000,27000,3300,0.12,4100,2900,0.11,0.745,0.361,0.033,0.203,0.076,0.018
North Carolina,2018,3,18000,18000,2200,0.12,2600,2000,0.11,0.66,0.179,0.114,0.084,0.114,0.031
North Carolina,2019,3,22000,22000,2700,0.12,1800,5000,0.23,0.269,0.113,0.197,0.04,0.097,0.057
North Carolina,2020,3,26000,27000,4600,0.17,950,5500,0.2,0.705,0.179,0.005,0.005,0.005,0.005
North Carolina,2021,3,23000,25000,3000,0.12,3800,2200,0.09,0.293,0.104,0.009,0.005,0.066,0.01
North Carolina,2022,3,31000,33000,2600,0.08,2100,2500,0.08,0.358,0.261,0.015,0.014,0.009,0.011
North Carolina,2023,3,26000,26000,3400,0.13,2400,2800,0.11,0.299,0.066,0.028,0.006,0.024,0.022
North Dakota,2015,3,460000,500000,93000,0.19,11000,22000,0.04,0.338,0.155,0.081,0.123,0.041,0.037
North Dakota,2016,3,510000,550000,71000,0.13,25000,104000,0.19,0.38,0.118,0.063,0.129,0.099,0.031
North Dakota,2017,3,470000,490000,48000,0.1,24000,100000,0.2,0.42,0.119,0.034,0.081,0.081,0.019
North Dakota,2018,3,455000,490000,59000,0.12,23000,14500,0.03,0.526,0.115,0.096,0.104,0.109,0.012
North Dakota,2019,3,530000,530000,81000,0.15,15000,17500,0.03,0.484,0.102,0.147,0.09,0.237,0.093
North Dakota,2020,3,455000,495000,53000,0.11,57000,33000,0.07,0.613,0.159,0.123,0.041,0.093,0.014
North Dakota,2021,3,510000,580000,67000,0.12,7500,14500,0.03,0.317,0.061,0.022,0.041,0.07,0.055
North Dakota,2022,3,495000,520000,82000,0.16,7000,14500,0.03,0.561,0.127,0.042,0.171,0.073,0.009
North Dakota,2023,3,420000,480000,62000,0.13,9000,13500,0.03,0.411,0.071,0.03,0.124,0.035,0.005
Ohio,2015,3,23000,23000,1900,0.08,2300,880,0.04,0.307,0.08,0.006,0.234,0.016,0.017
Ohio,2016,3,21000,21000,1600,0.08,980,630,0.03,0.606,0.106,0.023,0.029,0.036,0.032
Ohio,2017,3,23000,23000,1800,0.08,1100,1800,0.08,0.515,0.191,0.047,0.067,0.117,0.07
Ohio,2018,3,16000,16000,1300,0.08,1300,2100,0.13,0.589,0.409,0.026,0.013,0.119,0.012
Ohio,2019,3,19500,19500,1600,0.08,2800,3000,0.15,0.406,0.23,0.042,0.018,0.059,0.039
Ohio,2020,3,22000,22000,1900,0.09,730,2100,0.1,0.286,0.104,0.008,0.037,0.108,0.014
Ohio,2021,3,21000,21000,1700,0.08,1300,4100,0.2,0.787,0.499,0.007,0.23,0.082,0.041
Ohio,2022,3,19000,19000,1100,0.06,900,1500,0.08,0.419,0.168,0.005,0.101,0.063,0.024
Ohio,2023,3,26000,27000,1600,0.06,380,1500,0.06,0.385,0.071,0.006,0.057,0.044,0.018
Oklahoma,2015,3,19500,22000,230,0.01,160,190,0.01,0.016,0.023,0.001,0.001,0.006,0.004
Oklahoma,2016,3,3700,3700,560,0.15,30,30,0.01,0.075,0.065,0.003,0.007,0.014,0.218
Oklahoma,2017,3,4400,4400,510,0.12,80,270,0.06,0.22,0.23,0.1,0.038,0.047,0.02
Oklahoma,2018,3,2100,2100,370,0.18,20,10,0.005,0.596,0.511,0.001,0.235,0.172,0.234
Oklahoma,2019,3,7500,7500,930,0.12,130,1100,0.15,0.29,0.014,0.001,0.001,0.041,0.044
Oklahoma,2020,3,7000,8000,1100,0.14,150,930,0.12,0.524,0.08,0.009,0.017,0.024,0.008
Oklahoma,2021,3,3300,3300,260,0.08,340,20,0.01,0.145,0.094,0.005,0.005,0.062,0.014
Oklahoma,2022,3,2100,2100,120,0.06,300,90,0.04,0.271,0.015,0.006,0.1,0.081,0.016
Oklahoma,2023,3,2500,3200,200,0.06,20,30,0.01,0.12,0,0.005,0,0.018,0
Oregon,2015,3,68000,100000,8500,0.09,8000,21000,0.21,0.56,0.208,0.052,0.031,0.048,0.038
Oregon,2016,3,107000,112000,7500,0.07,2900,4300,0.04,0.529,0.185,0.125,0.096,0.051,0.015
Oregon,2017,3,94000,101000,13500,0.13,7500,28000,0.28,0.544,0.106,0.113,0.132,0.064,0.018
Oregon,2018,3,116000,117000,13000,0.11,3000,49000,0.42,0.572,0.028,0.07,0.451,0.107,0.008
Oregon,2019,3,83000,118000,8000,0.07,6000,21000,0.18,0.354,0.128,0.198,0.151,0.166,0.004
Oregon,2020,3,102000,124000,12000,0.1,13000,28000,0.23,0.424,0.025,0.038,0.005,0.071,0.024
Oregon,2021,3,130000,132000,14000,0.11,9000,13500,0.1,0.394,0.084,0.034,0.109,0.096,0.013
Oregon,2022,3,82000,97000,10500,0.11,2600,6500,0.07,0.32,0.1,0.061,0.043,0.127,0.005
Oregon,2023,3,101000,112000,11500,0.1,5000,28000,0.25,0.64,0.212,0.266,0.242,0.264,0.012
Pennsylvania,2015,3,25000,25000,1800,0.07,1800,2400,0.1,0.451,0.113,0.037,0.051,0.072,0.008
Pennsylvania,2016,3,19000,22000,1300,0.06,680,780,0.04,0.273,0.077,0.016,0.043,0.028,0.012
Pennsylvania,2017,3,18500,18500,1500,0.08,6000,1600,0.09,0.414,0.057,0.027,0.037,0.022,0.009
Pennsylvania,2018,3,20000,21000,860,0.04,2900,2300,0.11,0.235,0.081,0.019,0.016,0.017,0.026
Pennsylvania,2019,3,19000,20000,980,0.05,1800,1900,0.1,0.234,0.088,0.018,0.05,0.015,0.056
Pennsylvania,2020,3,27000,27000,2200,0.08,2500,1200,0.04,0.322,0.123,0.012,0.016,0.055,0.023
Pennsylvania,2021,3,25000,28000,1600,0.06,740,980,0.04,0.405,0.153,0.01,0.026,0.042,0.038
Pennsylvania,2022,3,28000,30000,1600,0.05,1600,1200,0.04,0.258,0.046,0.006,0.017,0.037,0.008
Pennsylvania,2023,3,32000,32000,1300,0.04,1400,1000,0.03,0.196,0.04,0.014,0.027,0.013,0.016
South Carolina,2015,3,12000,12000,2000,0.17,880,580,0.05,0.584,0.31,0.183,0.147,0.039,0.03
South Carolina,2016,3,13000,13500,920,0.07,990,50,0.005,0.204,0.188,0.001,0.026,0.026,0.019
South Carolina,2017,3,14500,14500,1700,0.12,640,440,0.03,0.264,0.118,0.002,0.03,0.052,0.008
South Carolina,2018,3,9500,11500,1400,0.12,670,1100,0.1,0.768,0.534,0.007,0.324,0.076,0.009
South Carolina,2019,3,14500,14500,2200,0.15,2000,1400,0.1,0.449,0.116,0.006,0.162,0.196,0.037
South Carolina,2020,3,12000,13500,1800,0.13,1200,2200,0.16,0.271,0.289,0.005,0.062,0.015,0.009
South Carolina,2021,3,17000,20000,2200,0.11,2500,460,0.02,0.158,0.053,0.028,0.013,0.043,0.032
South Carolina,2022,3,15500,15500,2500,0.16,760,700,0.05,0.349,0.247,0.056,0.067,0.071,0.056
South Carolina,2023,3,15000,16000,2300,0.14,1100,700,0.04,0.533,0.246,0.005,0.034,0.136,0.014
South Dakota,2015,3,295000,295000,53000,0.18,2100,13000,0.04,0.22,0.073,0.02,0.071,0.019,0.057
South Dakota,2016,3,178000,191000,25000,0.13,4200,9500,0.05,0.488,0.195,0.142,0.227,0.046,0.028
South Dakota,2017,3,152000,159000,16500,0.1,6000,7500,0.05,0.474,0.134,0.05,0.101,0.27,0.025
South Dakota,2018,3,168000,197000,22000,0.11,8000,6500,0.03,0.547,0.329,0.033,0.085,0.45,0.016
South Dakota,2019,3,255000,255000,51000,0.2,1300,8000,0.03,0.104,0.035,0.003,0.14,0.04,0.015
South Dakota,2020,3,230000,235000,66000,0.28,30000,12500,0.05,0.87,0.07,0.021,0.649,0.614,0.02
South Dakota,2021,3,230000,235000,29000,0.12,7000,3100,0.01,0.183,0.046,0.011,0.039,0.141,0.013
South Dakota,2022,3,178000,194000,22000,0.11,250,2500,0.01,0.247,0.034,0.005,0.168,0.181,0.005
South Dakota,2023,3,141000,200000,20000,0.1,750,2300,0.01,0.263,0.04,0.031,0.08,0.081,0.009
Tennessee,2015,3,10000,10000,1200,0.12,500,350,0.04,0.508,0.384,0.005,0.048,0.022,0.01
Tennessee,2016,3,10000,10000,950,0.1,340,290,0.03,0.225,0.231,0.013,0.024,0.062,0.02
Tennessee,2017,3,10000,10000,1700,0.17,800,960,0.1,0.428,0.221,0.021,0.06,0.053,0.069
Tennessee,2018,3,9000,9000,900,0.1,540,1000,0.11,0.706,0.532,0.007,0.132,0.056,0.021
Tennessee,2019,3,14000,14000,4500,0.32,2200,2200,0.16,0.514,0.233,0.002,0.091,0.115,0.015
Tennessee,2020,3,15000,15000,2200,0.15,460,860,0.06,0.377,0.155,0.023,0.005,0.024,0.022
Tennessee,2021,3,13500,15500,1100,0.07,850,740,0.05,0.16,0.116,0.005,0.007,0.018,0.005
Tennessee,2022,3,9500,10500,1600,0.15,1300,400,0.04,0.273,0.205,0.103,0.085,0.113,0.108
Tennessee,2023,3,13000,14500,1900,0.13,900,1100,0.08,0.151,0.03,0.005,0.017,0.016,0.028
Texas,2015,3,76000,136000,16500,0.12,5500,4800,0.04,0.307,0.26,0.013,0.194,0.047,0.052
Texas,2016,3,129000,143000,12000,0.08,12500,810,0.01,0.472,0.114,0.017,0.314,0.037,0.041
Texas,2017,3,104000,115000,15000,0.13,21000,7500,0.07,0.337,0.23,0.001,0.24,0.183,0.015
Texas,2018,3,112000,124000,7500,0.06,7500,9500,0.08,0.188,0.044,0.004,0.062,0.028,0.009
Texas,2019,3,126000,133000,11000,0.08,6500,7000,0.05,0.219,0.183,0.044,0.115,0.072,0.021
Texas,2020,3,167000,173000,9500,0.05,9000,7500,0.04,0.202,0.136,0.02,0.067,0.016,0.006
Texas,2021,3,138000,144000,4000,0.03,3100,6000,0.04,0.202,0.06,0.005,0.044,0.044,0.005
Texas,2022,3,194000,205000,8500,0.04,11500,4400,0.02,0.124,0.116,0.005,0.059,0.055,0.016
Texas,2023,3,188000,205000,7500,0.04,2800,1100,0.01,0.045,0.007,0,0.01,0.039,0.007
Utah,2015,3,31000,36000,8000,0.22,1400,2200,0.06,0.401,0.25,0.416,0.336,0.036,0.001
Utah,2016,3,27000,33000,3200,0.1,1200,120,0.005,0.321,0.202,0.006,0.218,0.025,0.017
Utah,2017,3,35000,35000,6500,0.19,5500,3200,0.09,0.405,0.001,0.005,0.167,0.159,0.091
Utah,2018,3,30000,30000,4400,0.15,970,1400,0.05,0.34,0.155,0.001,0.002,0.01,0.007
Utah,2019,3,24000,29000,2800,0.1,3500,1700,0.06,0.294,0.049,0.055,0.002,0.006,0.046
Utah,2020,3,24000,30000,2000,0.07,1500,2300,0.08,0.617,0.005,0.005,0.316,0.037,0.039
Utah,2021,3,37000,37000,2900,0.08,2200,1900,0.05,0.4,0.005,0.005,0.039,0.019,0.005
Utah,2022,3,32000,32000,4200,0.13,2600,2600,0.08,0.267,0.185,0.034,0.176,0.026,0.04
Utah,2023,3,22000,22000,2300,0.1,5500,1500,0.07,0.675,0.265,0.251,0.295,0.01,0.012
Vermont,2015,3,6000,6500,40,0.01,30,20,0.005,0.227,0.005,0.005,0.005,0.004,0.005
Vermont,2016,3,6500,6500,400,0.06,170,50,0.01,0.056,0.08,0.017,0,0.024,0.008
Vermont,2017,3,7500,7500,180,0.02,520,270,0.04,0.168,0.09,0.047,0.005,0.07,0.007
Vermont,2018,3,7000,7000,90,0.01,1200,80,0.01,0.293,0.049,0.043,0.241,0.003,0
Vermont,2019,3,7000,7000,120,0.02,80,490,0.07,0.222,0.043,0.007,0,0.005,0.001
Vermont,2020,3,7500,7500,210,0.03,700,180,0.02,0.266,0.007,0.009,0.038,0.009,0.005
Vermont,2021,3,7000,7000,10,0.005,310,100,0.01,0.254,0.03,0.015,0,0.016,0.006
Vermont,2022,3,10000,10000,240,0.02,910,1800,0.18,0.324,0.01,0.007,0,0.021,0.006
Vermont,2023,3,10000,10000,170,0.02,680,80,0.01,0.259,0.151,0.005,0,0.02,0.009
Virginia,2015,3,8000,8000,680,0.09,520,220,0.03,0.29,0.142,0.013,0.037,0.035,0.089
Virginia,2016,3,8000,8000,810,0.1,460,360,0.05,0.391,0.241,0.011,0.023,0.053,0.036
Virginia,2017,3,11500,11500,1200,0.1,430,430,0.04,0.503,0.265,0.015,0.005,0.044,0.016
Virginia,2018,3,7500,7500,610,0.08,1000,990,0.13,0.39,0.285,0.026,0.077,0.116,0.017
Virginia,2019,3,9000,9000,570,0.06,350,820,0.09,0.379,0.183,0.009,0.013,0.027,0.031
Virginia,2020,3,8500,8500,1200,0.14,910,730,0.09,0.275,0.083,0.005,0.005,0.041,0.058
Virginia,2021,3,10500,10500,890,0.08,530,750,0.07,0.192,0.121,0.009,0.008,0.046,0.019
Virginia,2022,3,12000,12000,1000,0.08,850,1100,0.09,0.345,0.139,0.006,0.023,0.016,0.072
Virginia,2023,3,11500,11500,1000,0.09,880,690,0.06,0.335,0.141,0.005,0.005,0.029,0.02
Washington,2015,3,84000,97000,11500,0.12,1800,20000,0.21,0.456,0.037,0.023,0.014,0.038,0.003
Washington,2016,3,57000,74000,5000,0.07,7500,2000,0.03,0.652,0.014,0.009,0.191,0.043,0.001
Washington,2017,3,82000,92000,17000,0.18,5500,10500,0.11,0.237,0.027,0.02,0.012,0.007,0.024
Washington,2018,3,76000,84000,12000,0.14,7000,3600,0.04,0.071,0.006,0.006,0.027,0.099,0.028
Washington,2019,3,85000,97000,21000,0.22,12000,10000,0.1,0.473,0.009,0.025,0.046,0.094,0.003
Washington,2020,3,94000,104000,7000,0.07,5000,8500,0.08,0.192,0.005,0.005,0.105,0.013,0.006
Washington,2021,3,72000,79000,4900,0.06,4300,15500,0.2,0.343,0.022,0.049,0.023,0.127,0.016
Washington,2022,3,81000,84000,3000,0.04,2800,1100,0.01,0.111,0.005,0.005,0,0.005,0.007
Washington,2023,3,67000,82000,2400,0.03,1900,3300,0.04,0.12,0.019,0.014,0.047,0.005,0.009
West Virginia,2015,3,7000,7000,300,0.04,300,270,0.04,0.217,0.053,0.01,0.015,0.03,0.011
West Virginia,2016,3,7500,7500,190,0.03,130,220,0.03,0.415,0.071,0.036,0.001,0.081,0.004
West Virginia,2017,3,9000,9000,930,0.1,440,1900,0.21,0.232,0.062,0.014,0.006,0.095,0.038
West Virginia,2018,3,7500,8000,520,0.07,170,1200,0.15,0.57,0.526,0.003,0.003,0.068,0.021
West Virginia,2019,3,10000,10000,1100,0.11,200,1100,0.11,0.337,0.107,0.007,0.027,0.069,0.003
West Virginia,2020,3,8000,8000,540,0.07,210,800,0.1,0.177,0.101,0.047,0.047,0.017,0.026
West Virginia,2021,3,8000,8000,570,0.07,320,220,0.03,0.247,0.151,0.102,0.099,0.028,0.012
West Virginia,2022,3,8000,8000,360,0.05,520,660,0.08,0.148,0.092,0.038,0.034,0.005,0.021
West Virginia,2023,3,7500,8000,230,0.03,400,790,0.1,0.207,0.063,0,0.012,0.017,0
Wisconsin,2015,3,60000,62000,9000,0.15,1300,4300,0.07,0.473,0.201,0.083,0.209,0.126,0.135
Wisconsin,2016,3,71000,75000,12000,0.16,880,640,0.01,0.315,0.136,0.108,0.158,0.051,0.111
Wisconsin,2017,3,74000,75000,12500,0.17,6000,9000,0.12,0.616,0.21,0.185,0.218,0.13,0.121
Wisconsin,2018,3,61000,69000,10000,0.14,2400,3800,0.06,0.544,0.327,0.026,0.195,0.061,0.043
Wisconsin,2019,3,63000,63000,6500,0.1,2400,10000,0.16,0.464,0.205,0.139,0.181,0.065,0.039
Wisconsin,2020,3,68000,68000,8000,0.12,970,9000,0.13,0.431,0.228,0.129,0.261,0.138,0.204
Wisconsin,2021,3,66000,66000,7000,0.11,1500,4300,0.07,0.56,0.368,0.203,0.312,0.153,0.08
Wisconsin,2022,3,58000,58000,14000,0.24,4400,8000,0.14,0.204,0.079,0.072,0.067,0.05,0.069
Wisconsin,2023,3,59000,59000,7000,0.12,1500,3400,0.06,0.549,0.012,0.009,0.074,0.008,0.022
Wyoming,2015,3,29000,35000,2500,0.07,270,440,0.01,0.285,0.11,0.064,0.034,0.02,0.004
Wyoming,2016,3,32000,40000,7000,0.18,1800,1000,0.03,0.386,0.031,0.005,0.026,0.034,0.003
Wyoming,2017,3,35000,36000,5500,0.15,3100,3500,0.1,0.218,0.016,0.093,0.044,0.056,0.052
Wyoming,2018,3,33000,34000,3900,0.11,1800,3900,0.11,0.354,0.028,0.022,0.09,0.033,0.04
Wyoming,2019,3,24000,27000,3000,0.11,2500,3500,0.13,0.457,0.004,0.033,0.022,0.063,0.025
Wyoming,2020,3,33000,34000,3600,0.11,640,7500,0.22,0.134,0.005,0.007,0.059,0.018,0.009
Wyoming,2021,3,27000,36000,2200,0.06,430,3900,0.11,0.047,0.005,0.005,0.005,0.008,0.008
Wyoming,2022,3,29000,30000,3900,0.13,1100,2300,0.08,0.141,0.044,0.049,0.049,0.015,0.005
Wyoming,2023,3,23000,23000,860,0.005,1600,2000,0.09,0.101,0.013,0.007,0.007,0.011,0.019
Alabama,2015,4,8000,8000,610,0.08,80,60,0.01,0.031,0.064,0.002,0.002,0.028,0.019
Alabama,2016,4,7000,7000,610,0.09,50,10,0.005,0.123,0.099,0.002,0.024,0.067,0.033
Alabama,2017,4,7500,7500,990,0.13,550,500,0.07,0.223,0.101,0.088,0.095,0.017,0.052
Alabama,2018,4,6500,6500,830,0.13,210,1300,0.2,0.206,0.205,0.013,0.015,0.034,0.075
Alabama,2019,4,6000,6000,660,0.11,240,70,0.01,0.467,0.267,0.006,0.049,0.09,0.113
Alabama,2020,4,17000,17000,1100,0.06,750,60,0.005,0.508,0.432,0.154,0.02,0.023,0.169
Alabama,2021,4,9000,9000,1100,0.12,360,10,0.005,0.608,0.447,0.035,0.068,0.025,0.014
Alabama,2022,4,11000,11000,1100,0.1,900,560,0.05,0.231,0.097,0,0.006,0.056,0.067
Alabama,2023,4,10500,10500,760,0.07,420,80,0.01,0.72,0.624,0.082,0.021,0.145,0.051
Arizona,2015,4,36000,39000,12000,0.31,3000,16000,0.41,0.501,0.017,0.011,0.035,0.005,0.155
Arizona,2016,4,29000,31000,6500,0.21,4600,3100,0.1,0.988,0.155,0.023,0.065,0.043,0.032
Arizona,2017,4,27000,30000,6500,0.22,1300,1100,0.04,0.616,0.042,0.023,0.016,0.041,0.001
Arizona,2018,4,26000,27000,5000,0.19,2200,330,0.01,0.206,0.083,0.031,0.005,0.071,0.03
Arizona,2019,4,34000,36000,7000,0.19,300,300,0.01,0.539,0.015,0.004,0.233,0.04,0.029
Arizona,2020,4,25000,27000,4000,0.15,5500,600,0.02,0.225,0.005,0.005,0.045,0.023,0.183
Arizona,2021,4,23000,23000,5500,0.24,7500,0,0,0.672,0.352,0.005,0.033,0.018,0.009
Arizona,2022,4,25000,37000,5000,0.14,1500,570,0.02,0.179,0.005,0.009,0,0.031,0.018
